id,bookTitle,page,bookID,bookType,anchorText,itemType,date,author,language
6,Anthropologie structurale,170,https://derridas-margins.princeton.edu/titles/97/,Book,"Cette lettre n'a jamais été publiée par la *Nouvelle Critique*. On peut la lire dans *Anthropologie Structurale*, p. 365.",book,1958,"Lévi-Strauss, Claude",fr
6,Anthropologie structurale,147,https://derridas-margins.princeton.edu/titles/97/,Book,"La naissance de la phonologie a bouleversé cette situation. Elle n'a pas seulement renouvelé les perspectives linguistiquesŒæ; une transformation de cette ampleur n'est pas limitée à une discipline particulière. La phonologie ne peut manquer de jouer, vis-à-vis des sciences sociales, le míÈme ríÇle rénovateur que la physique nucléaire, par exemple, a joué pour l'ensemble des sciences exactesŒæŒé (p. 39).",book,1958,"Lévi-Strauss, Claude",fr
7,"Ars signorum, vulgo character universalis et lingua philosophica",113,https://derridas-margins.princeton.edu/titles/30/,Book,"Dalgarno publia en 1661 l'ouvrage intitulé *Ars signorum, vulgo character universalis et lingua philosophica*.",book,1661,"Dalgarno, George",la
8,Art de jouir et autres fragments,420,https://derridas-margins.princeton.edu/titles/176/,Book,"Œ‚ŒæEn me disant j'ai joí_i, je joí_is encoreŒæŒé.",bookSection,1959,"Rousseau, Jean-Jacques",fr
8,Art de jouir et autres fragments,380,https://derridas-margins.princeton.edu/titles/176/,Book,"Et dans *l'Art de jouir*, cet aphorisme qui dit la restitution symbolique de la présence suppléée dans le passé du verbeŒæ: Œ‚ŒæEn me disant, j'ai joí_i, je joí_is encore. Œé",bookSection,1959,"Rousseau, Jean-Jacques",fr
9,Au sujet des fondements de la théorie linguistique de Louis Hjelmslev,77,https://derridas-margins.princeton.edu/titles/168/,Journal Article,"A. Martinet conclutŒæ: Œ‚ŒæL'étude de l'écriture représente une discipline distincte de la linguistique, encore que, pratiquement ,une de ses annexes. La linguistique fait donc abstraction des faits de graphieŒæŒé (p. 11).",journalArticle,1946,"Martinet, André",fr
9,Au sujet des fondements de la théorie linguistique de Louis Hjelmslev,77,https://derridas-margins.princeton.edu/titles/168/,Journal Article,"Cette fidélité littérale s'exprimeŒæ: 1) dans l'exposé critique de la tentative de Hjelmslev (*Au sujet des fondements de la théorie linguistique de L. Hjelmslev*, in Bulletin de la Société de Linguistique de Paris, t. 42, p. 40)Œæ: Œ‚ŒæHjelmslev est parfaitement logique avec lui-míÈme lorsqu'il déclare qu'un texte écrit a pour la linguistique exactement la míÈme valeur qu'un texte parlé, puisque le choix de la substance n'importe pas. Il se refuse míÈme à admettre que la substance parlée soit primitive et la substance écrite dérivée. Il semble qu'il suffirait de lui faire remarquer qu'à quelques exceptions pathologiques, près, tous les hommes parlent, mais que peu savent écrire, ou encore que les enfants savent parler longtemps avant d'apprendre l'écriture. *Nous näó»insisterons donc pas*. Œé [Nous soulignons.]",journalArticle,1946,"Martinet, André",fr
10,Confessions,215,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚Œæ... l'abstinence et la jouissance, le plaisir et la sagesse, m'ont également échappéŒæŒé (*Confessions*, p. 12).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,210,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚Œæ*Petit* fut mon nom, *Maman* fut le sien, et toujours nous demeurí¢mes *Petit* et *Maman*, míÈme quand le nombre des années en eut presque effacé la différence entre nous. Je trouve que cesŒædeux noms rendent à merveille l'idée de notre ton, la simplicité de nos manières et surtout la relation de nos cÅñurs. Elle fut pourŒæmoi la plus tendre des mères qui jamais ne chercha son plaisir mais toujours mon bienŒæ; et si les sens entrèrent dans mon attachement pour elle, ce n'était pas pour en changer la nature, mais pour le rendre seulement plus exquis, pour m'enivrer du charme d'avoir une maman jeune et jolie qu'il m'était délicieux de caresserŒæ; je dis, caresser au pied de la lettreŒæ; car jamais elle n'imagina de m'épargner les baisers ni les plus tendres caresses maternelles, et jamais il n'entra dans son cÅñur d'en abuser. On dira que nous avons pourtant eu à la fin des relations d'une autre espèceŒæ; j'en conviens, mais il faut attendreŒæ; je ne puis tout dire à la foisŒæŒé (p. 106).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,294,https://derridas-margins.princeton.edu/titles/188/,Book,Œ‚Œæà ce travail de contrebandeŒæŒé.,NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,218,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæAh, ma ThérèseŒæ! je suis trop heureux de te posséder sage et saine, et de ne pas trouver ce que je ne cherchais pas. [Il s'agit du Œ‚ŒæpucelageŒæŒé, que Thérèse vient d'avouer avoir, innocemment et par accident, perdu.] Je n'avais cherché d'abord qu'à me donner un amusement. Je vis que j'avais plus fait et que je m'étais donné une compagne. Un peu d'habitude avec cette excellente fille, un peu de réflexion sur ma situation me firent sentir qu'en ne songeant qu'à mes plaisirs j'avais beaucoup fait pour mon bonheur. Il fallait *à la place* de l'ambition éteinte un sentiment vif qui *remplit* mon cÅñur. Il fallait, pour tout dire, un successeur à MamanŒæ; puisque je ne devais plus vivre avec elle il me fallait quelqu'un qui vécíét avec son élève, et en qui je trouvasse la simplicité, la docilité de cÅñur qu'elle avait trouvée en moi. II fallait que la douceur de la vie privée et domestique me *dédommageí¢t* du sort brillant auquel je renoní_ais. Quand j'étais absolument seul mon cÅñur était vide, mais il n'en fallait qu'un pour le *remplir*. Le sort m'avait íÇté, m'avait aliéné du moins en partie, celui pour lequel la nature m'avait fait. Dès lors j'étais seul, car *il n'y eut jamais pour moi d'intermédiaire entre tout et rien. Je trouvais dans Thérèse le supplément dont j'avais besoin*ŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,197,https://derridas-margins.princeton.edu/titles/188/,Book,Œ‚Œæce dangereux supplément...ŒæŒé,NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,209,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæCe vice que la honte et la timidité trouvent si commode, a de plus un grand attrait pour les imaginations vivesŒæ; c'est de
disposer pour ainsi dire à leur gré de tout le sexe, et de faire servir à leurs plaisirs la beauté qui les tente sans avoir besoin d'obtenir son aveuŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,235,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæEnfin, ajoutent-ils, la matière míÈme de *l'Essai* suppose des connaissances et une maturité de pensée que Rousseau n'avait pas acquises en 1750ŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,208,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæJ'étais revenu d'Italie, non tout à fait comme j'y étais allé; mais comme peut-íÈtre jamais à mon í¢ge on n'en est revenu. J'en avais rapporté non ma virginité, mais mon pucelage. J'avais senti le progrès des ans ; mon tempérament inquiet s'était enfin déclaré, et sa première éruption, très involontaire, m'avait donné sur ma santé des alarmes qui peignent mieux que toute autre chose l'innocence dans laquelle j'avais vécu jusqu'alors. BientíÇt rassuré j'appris ce dangereux supplément qui trompe la nature et sauve aux jeunes gens de mon humeur beaucoup de désordres aux dépens de leur santé, de leur vigueur et parfois de leur vieŒæŒé (*Pléiade*, I, pp. 108-109).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,417,https://derridas-margins.princeton.edu/titles/188/,Book,Œ‚ŒæJe coíétai la vie à ma mèreŒæ; et ma naissance fut le premier de mes malheursŒæŒé (*Confessions* p. 7).,NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,199,https://derridas-margins.princeton.edu/titles/188/,Book,Œ‚ŒæJe ne commení_ai de vivre que quand je me regardai comme un homme mortŒæŒé (*Confessions* L. VI).,NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,211,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæJe ne finirais pas si j'entrais dans le détail de toutes les folies que le souvenir de cette chère Maman me faisait faire, quand je n'étais plus sous ses yeux. Combien de fois j'ai baisé mon lit en songeant qu'elle y avait couché, *mes* rideaux, tous les meubles de ma chambre en songeant qu'ils étaient à elle, que sa belle main les avait touchés, le plancher míÈme
sur lequel je me prosternais en songeant qu'elle y avait marché. Quelquefois míÈme en sa présence il m'échappait des extravagances que le plus violent amour seul semblait pouvoir inspirer. Un jour à table, au moment qu'elle avait mis un
morceau dans sa bouche, je m'écrie que j'y vois un cheveuŒæ: elle rejette le morceau sur son assiette, je m'en saisis avidement et l'avale. En un mot, de moi à l'amant le plus passionné, il n'y avait qu'une différence unique, mais essentielle,
et qui rend mon état presque inconcevable à la raisonŒæŒé etc., Un peu plus haut, on pouvait lireŒæ:ŒæŒ‚ŒæJe ne sentais toute la
force de mon attachement pour elle que quand je ne la voyais pasŒæŒé (p. 107).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,368,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæJe suis le premier, peut-íÈtre qui ait vu sa portéeŒæŒé dit Rousseau de Condillac, rappelant leurs Œ‚ŒætíÈte-à-tíÈte en picnicŒæŒé au moment oí_ celui-ci Œ‚Œætravaillait à l'*Essai sur l'origine des connaissances humaines*ŒæŒé (*Confessions*, p. 347).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,216,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæJouirŒæ! Ce sort est-il fait pour l'hommeŒæ? AhŒæ! si jamais une seule fois en ma vie j'avais goíété dans leur plénitude toutes les délices de l'amour, je n'imagine pas que ma fríÈle existence y eíét pu suffire, je serais mort sur le faitŒæŒé (*Confessions* L. 8).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,263,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæOutre ces deux livres et mon *Dictionnaire de Musique*, auquel je travaillais toujours de temps en temps, j'avais quelques
autres écrits de moindre importance, tous en état de paraí¬tre et que je me proposais de donner encore, soit séparément, soit avec mon recueil général si je l'entreprenais jamais. Le principal de ces écrits dont la plupart sont encore en manuscrit dans les mains de Du Peyrou, était un *Essai sur l'origine des langues* que je fis lire à M. de Malesherbes et au chevalier de Lorenzy, qui m'en dit du bien. Je comptais que toutes ces productions rassemblées me vaudraient au moins tous frais faits un capital de huit à dix mille francs, que voulais placer en rente viagère tant sur ma tíÈte que sur celle de ThérèseŒæ; après quoi nous irions, comme je l'ai dit, vivre ensemble au fond de quelque Province...ŒæŒé (P. 560.)",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,213,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæQu'on ajoute à cette disposition le local de ma situation présente, logé chez une jolie femme, caressant son image au
fond de mon cÅñur, la voyant sans cesse dans la journéeŒæ; le soir entouré d'objets qui me la rappellent, couché dans un lit oí_ je sais, qu'elle a couché. Que de stimulantsŒæ! Tel lecteur qui se les représente me regarde déjà comme à demi mort.
Tout au contraireŒæ; ce qui devait me perdre fut précisément ce qui me sauva, du moins pour un temps. Enivré du charme de vivre auprès d'elle, du désir ardent d'y passer mes jours, absente ou présente je voyais toujours en elle une tendre mère,
une sÅñur chérie, une délicieuse amie et rien de plus... elle était pour moi la seule femme qui fíét au monde, et l'extríÈme
douceur des sentiments qu'elle m'inspirait ne laissant pas à mes sens le temps de s'éveiller pour d'autreŒé, me garantissait
d'elle et de tout son sexeŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,420,https://derridas-margins.princeton.edu/titles/188/,Book,"Œ‚ŒæSans cesse occupé de mon bonheur passé, je le rappelle et le rumine, pour ainsi dire, au point d'en jouir derechef quand je veuxŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,410,https://derridas-margins.princeton.edu/titles/188/,Book,"Avec la *Logique de Port-Royal, l'Essai* de Locke, Malebranche et Descartes, Leibniz fut une des premières lectures philosophiques de Rousseau.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,235,https://derridas-margins.princeton.edu/titles/188/,Book,"B. Gagnebin et M. Raymond rappellent dans l'édition des *Confessions* que Œ‚Œæ*l'Essai sur l'origine des langues* a paru pour la première fois dans un volume de *Traités sur la musique* de J.-.J. Rousseau que publia Du Peyrou à Genève, en 1781, d'après le manuscrit qu'il détenait et qu'il a légué à la Bibliothèque de Neuchí¢tel (NŒÁ 7835)ŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,205,https://derridas-margins.princeton.edu/titles/188/,Book,"C'est aussi le moment oí_ la nature maternelle, cessant d'íÈtre aimée, comme elle le devrait, pour elle-míÈme et dans une immédiate proximité (Œ‚ŒæO natureŒæ! O ma mèreŒæ! me voici sous ta seule gardeŒæ; il n'y a point d'homme adroit et fourbe qui s'interpose entre toi et moiŒæ!ŒæŒé. *Confessions* L. XII.) devient le substitut d'un autre amour et d'un autre attachementŒæ:",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,295,https://derridas-margins.princeton.edu/titles/188/,Book,"C'est dans ce passage du premier livre qui explique Œ‚Œæcomment j'ai appris à convoiter en silence, à me cacher, à dissimuler, à mentir et à dérober, enfin...ŒæŒé (p. 32).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,210,https://derridas-margins.princeton.edu/titles/188/,Book,"C'est moi-míÈme qui m'emploie à me départir de la force que la nature m'a confiéeŒæ:ŒæŒ‚ŒæSéduit par ce funeste avantage, je
travaillais à détruire la bonne constitution qu'avait rétablie en moi la nature et à qui j'avais donné le temps de se bien formerŒæŒé.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,405,https://derridas-margins.princeton.edu/titles/188/,Book,"C'est précisément au début du chapitre XV sur les *députés ou représentants* que le *Contrat social* (L. III) condamne l'argent comme pouvoir d'asservissementŒæ: Œ‚ŒæDonnez de l'argent et bientíÇt vous aurez des fers.ŒæŒé Cf. aussi J. Starobinski, *La transparence et l'obstacle*, p. 129 sq. et la note 3 des éditeurs à la p. 37 des *Confessions* (Pléiade I).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,211,https://derridas-margins.princeton.edu/titles/188/,Book,"Ce morceau est souvent cité mais l'a-t-on jamais analysé pour lui-míÈmeŒæ? Les éditeurs des *Confessions* dans la *Pléiade*, B. Gagnebin et M. Raymond, ont sans doute raison de se méfier, comme ils le font toujours très systématiquement, de ce qu'ils appellent la psychiatrie (note p. 1281. Cette míÈme note recense très utilement tous les textes oí_ Rousseau rappelle ses Œ‚ŒæfoliesŒæŒé ou Œ‚ŒæextravagancesŒæŒé).",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,214,https://derridas-margins.princeton.edu/titles/188/,Book,"Dans ces pages célèbres du premier livre des *Confessions*, Rousseau rapproche les premières pratiques de la lecture (Œ‚Œælectures dérobéesŒæŒé) de ses premières découvertes de l'auto-érotisme. Non que des Œ‚Œælivres obscènes et licencieuxŒæŒé l'y aient encouragé. Bien au contraire et Œ‚Œæle hasard seconda si bien mon humeur pudique, que j'avais plus de trente ans avant que j'eusse jeté les yeux sur aucun de ces dangereux livres qu'une belle Dame de par le monde trouve incommodes, en ce qu'on ne peut, dit-elle, les lire que d'une mainŒæŒé (p. 40). Sans ces Œ‚Œædangereux livresŒæŒé, Jean-Jacques se donne d'autres dangers.",NA,1782,"Rousseau, Jean-Jacques",fr
10,Confessions,217,https://derridas-margins.princeton.edu/titles/188/,Book,"Dans le *Manuscrit de Paris*, après Œ‚Œæempirait sensiblement mon étatŒæ!ŒæŒé, on peut lireŒæ:ŒæŒ‚ le vice équivalent dont je n'ai jamais pu bien me guérir m'y paraissait moins contraire. Cette double raison...ŒæŒé. Voir la note des éditeurs, p. 1569.",NA,1782,"Rousseau, Jean-Jacques",fr
